状态,代码,名称,科技归属,科技证据,日线买信号,日线日期,日线价格,周线买信号,周线日期,周线价格,最高单信号分,综合分
近1月仅日线,SH.600476,湘邮科技,AI算力/数据中心产业链 / 军工装备产业链:商业航天/卫星互联网,AI算力/数据中心产业链 / AI应用/智能体 / 数据要素 / 数据安全 / 国资云概念 / 数字货币；AI算力/数据中心产业链 / 算力租赁/智算云服务 / 阿里概念 / 云计算；AI算力/数据中心产业链 / 国产算力/华为生态 / 国产软件,MACD绿柱扩大_零上,2026-05-29,11.2,,,,29.75,-95.7
近1月仅日线,SZ.300025,华星创业,通信网络/5G产业链 / AI算力/数据中心产业链,通信网络/5G产业链 / 通信设备/网络建设 / 通信服务 / 通信工程及服务 / 通信服务 / 通信；AI算力/数据中心产业链 / AI应用/智能体 / 数字孪生；AI算力/数据中心产业链 / AI服务器/数据中心 / 边缘计算,MACD绿柱扩大_零上,2026-05-29,5,,,,29.75,-100.6
近1月仅日线,SZ.300499,高澜股份,液冷/热管理产业链 / AI算力/数据中心产业链,液冷/热管理产业链 / 数据中心液冷/热管理 / 液冷概念；AI算力/数据中心产业链 / 算力租赁/智算云服务 / 阿里概念,MACD绿柱扩大_零上,2026-05-29,38.2,,,,22.75,-101.5
近1月仅日线,SZ.300377,赢时胜,AI算力/数据中心产业链 / 机器人/自动化产业链,AI算力/数据中心产业链 / AI应用/智能体 / 垂直应用软件 / Web3.0 / 数字货币；AI算力/数据中心产业链 / 国产算力/华为生态 / 华为昇腾；机器人/自动化产业链 / 自动化/机器人 / 虚拟机器人,一买,2026-05-28,13.45,,,,28,-102.7
近1月仅日线,SZ.300134,大富科技,通信网络/5G产业链 / 消费电子/华为链 / AI算力/数据中心产业链,通信网络/5G产业链 / 通信设备/网络建设 / 通信设备 / 通信 / 通信设备 / 通信网络设备及器件；消费电子/华为链 / 消费电子/华为链 / 柔性屏(折叠屏) / 苹果概念 / 智能穿戴；AI算力/数据中心产业链 / AI应用/智能体 / 元宇宙概念,MACD绿柱扩大_零上,2026-05-29,9.97,,,,28,-108.9
近1月仅日线,SH.688678,福立旺,消费电子/华为链 / 机器人/自动化产业链 / 军工装备产业链:航空航天/船舶,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 消费电子 / 消费电子零部件及组装 / 苹果概念；机器人/自动化产业链 / 自动化/机器人 / 人形机器人 / 机器人概念；军工装备产业链 / 航空航天/船舶 / 无人机,MACD绿柱扩大_零上,2026-05-29,22.06,,,,31.5,-111.6
近1月仅日线,SZ.002429,兆驰股份,消费电子/华为链 / 光模块/CPO产业链 / PCB/CCL/服务器材料产业链,消费电子/华为链 / 消费电子/华为链 / 显示技术 / MicroLED / MiniLED / 智能电视；光模块/CPO产业链 / 光模块/CPO / 光纤概念 / 光通信模块；PCB/CCL/服务器材料产业链 / PCB/CCL / PCB,MACD绿柱扩大_零上,2026-05-29,11.6,,,,29.75,-119
近1月仅日线,SZ.301101,明月镜片,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 消费电子概念 / AI眼镜 / 智能穿戴,MACD绿柱扩大_零上,2026-05-27,34.04,,,,31.5,-121.1
近1月仅日线,SZ.300945,曼卡龙,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 元宇宙概念,一买,2026-05-28,12.58,,,,28,-121.9
近1月仅日线,SZ.300698,万马科技,通信网络/5G产业链 / AI算力/数据中心产业链 / 液冷/热管理产业链,通信网络/5G产业链 / 通信设备/网络建设 / 通信设备 / 通信设备 / 通信网络设备及器件；AI算力/数据中心产业链 / AI服务器/数据中心 / 英伟达概念；液冷/热管理产业链 / 数据中心液冷/热管理 / 液冷概念,MACD绿柱扩大_零上,2026-05-29,34.49,,,,22.75,-133.2
近1月仅日线,SH.603583,捷昌驱动,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 人形机器人 / 机器人执行器,MACD绿柱缩小_零下,2026-05-18,28.94,,,,30,-136.5
近1月仅日线,SH.688282,理工导航,军工装备产业链:商业航天/卫星互联网 / 军工装备产业链:航空航天/船舶,军工装备产业链 / 商业航天/卫星互联网 / 航天装备Ⅲ / 航天装备Ⅱ / 商业航天 / 北斗导航；军工装备产业链 / 航空航天/船舶 / 国防军工 / 军民融合 / 无人机 / 军工,MACD绿柱扩大_零上,2026-05-29,76.1,,,,31.5,-143.2
近1月仅日线,SZ.300500,启迪设计,消费电子/华为链 / AI算力/数据中心产业链,消费电子/华为链 / 消费电子/华为链 / 裸眼3D / 虚拟现实；AI算力/数据中心产业链 / AI应用/智能体 / 虚拟数字人,MACD绿柱扩大_零上,2026-05-29,11.07,,,,31.5,-144
近1月仅日线,SZ.300988,津荣天宇,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 工业母机,MACD绿柱扩大_零上,2026-05-29,17.91,,,,28,-145.4
近1月仅周线,SZ.300286,安科瑞,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 传感器,,,,MACD绿柱扩大_零上 / 缺口买:持续,2026-05-29,31.9,31.5,215
近1月仅周线,SH.688122,西部超导,军工装备产业链:商业航天/卫星互联网 / AI算力/数据中心产业链,军工装备产业链 / 商业航天/卫星互联网 / 航空装备Ⅲ / 航空装备Ⅱ / 商业航天；AI算力/数据中心产业链 / AI服务器/数据中心 / 量子科技,,,,MACD绿柱扩大_零上,2026-05-15,63.41,24.5,146.4
近1月仅周线,SZ.000733,振华科技,军工装备产业链:航空航天/船舶 / 消费电子/华为链 / 半导体产业链,军工装备产业链 / 航空航天/船舶 / 国防军工 / 军工电子Ⅲ / 军工电子Ⅱ / 大飞机；消费电子/华为链 / 消费电子/华为链 / 被动元件概念 / MLCC；半导体产业链 / 第三代半导体 / IGBT概念,,,,MACD绿柱缩小_零下,2026-05-29,51.49,30,144.1
近1月仅周线,SZ.300982,苏文电能,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 工业互联,,,,MACD绿柱扩大_零上,2026-05-29,21.64,29.75,141.8
近1月仅周线,SZ.000887,中鼎股份,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 机器人执行器 / 减速器,,,,MACD绿柱缩小_零下,2026-05-22,20.47,30,139.8
近1月仅周线,SZ.002983,芯瑞达,消费电子/华为链 / 半导体产业链,消费电子/华为链 / 消费电子/华为链 / 光学光电子 / LED / 光学光电子 / 显示技术；半导体产业链 / 封测 / 玻璃基板,,,,MACD绿柱扩大_零上,2026-05-08,23.5,29.75,137.1
近1月仅周线,SZ.300552,万集科技,AI算力/数据中心产业链 / 通信网络/5G产业链,AI算力/数据中心产业链 / AI应用/智能体 / 数据要素；AI算力/数据中心产业链 / AI服务器/数据中心 / 边缘计算；通信网络/5G产业链 / 通信设备/网络建设 / ETC,,,,MACD绿柱缩小_零下,2026-05-29,27.94,30,133.9
近1月仅周线,SZ.002585,双星新材,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 显示技术 / MLCC,,,,缺口买:持续,2026-05-29,10.23,14,127.1
近1月仅周线,SZ.002782,可立克,半导体产业链,半导体产业链 / 第三代半导体 / 氮化镓,,,,MACD绿柱扩大_零上,2026-05-08,20.49,31.5,121.2
近1月仅周线,SZ.002197,证通电子,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 数字水印 / 数据安全 / 数字货币；AI算力/数据中心产业链 / AI服务器/数据中心 / 东数西算,,,,MACD绿柱缩小_零下,2026-05-22,7.45,30,120.8
近1月仅周线,SZ.300727,润禾材料,液冷/热管理产业链,液冷/热管理产业链 / 数据中心液冷/热管理 / 液冷概念,,,,MACD绿柱缩小_零下,2026-05-08,34.24,30,119.1
近1月仅周线,SZ.002456,欧菲光,消费电子/华为链 / AI算力/数据中心产业链,消费电子/华为链 / 消费电子/华为链 / 光学光电子 / 光学光电子 / 光学元件 / 柔性屏(折叠屏)；AI算力/数据中心产业链 / AI服务器/数据中心 / 生物识别,,,,MACD绿柱缩小_零下,2026-05-15,8.75,30,118.5
近1月仅周线,SZ.300227,光韵达,光模块/CPO产业链 / 消费电子/华为链 / PCB/CCL/服务器材料产业链,光模块/CPO产业链 / 光模块/CPO / 光纤概念；消费电子/华为链 / 消费电子/华为链 / 苹果概念；PCB/CCL/服务器材料产业链 / PCB/CCL / PCB,,,,MACD绿柱扩大_零上,2026-05-29,11.09,35,117.6
近1月仅周线,SH.600237,铜峰电子,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 被动元件 / 被动元件概念,,,,MACD绿柱扩大_零上,2026-05-15,8.85,28,116.5
近1月仅周线,SH.600089,特变电工,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / 数据中心,,,,MACD绿柱扩大_零上,2026-05-29,25.35,35,113.6
近1月仅周线,SH.603191,望变电气,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 工业互联；AI算力/数据中心产业链 / AI服务器/数据中心 / 数据中心,,,,MACD绿柱扩大_零上,2026-05-22,21.73,33.25,113.4
近1月仅周线,SH.605066,天正电气,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / AI应用；AI算力/数据中心产业链 / AI服务器/数据中心 / 数据中心 / 百度概念,,,,MACD绿柱扩大_零上,2026-05-29,7.65,29.75,110.6
近1月仅周线,SZ.000795,英洛华,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 机器人执行器 / 减速器,,,,MACD绿柱缩小_零下,2026-05-22,9.1,30,109
近1月仅周线,SZ.002243,力合科创,消费电子/华为链 / 通信网络/5G产业链,消费电子/华为链 / 消费电子/华为链 / 裸眼3D；通信网络/5G产业链 / 通信设备/网络建设 / 6G概念,,,,MACD绿柱缩小_零下,2026-05-29,9.06,30,106.6
近1月仅周线,SH.603380,易德龙,消费电子/华为链 / 通信网络/5G产业链 / AI算力/数据中心产业链,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 消费电子 / 消费电子零部件及组装；通信网络/5G产业链 / 通信设备/网络建设 / 通信技术 / 5G概念；AI算力/数据中心产业链 / AI服务器/数据中心 / 数据中心,,,,MACD绿柱缩小_零下,2026-05-15,37.1,30,103.2
近1月仅周线,SZ.300259,新天科技,机器人/自动化产业链 / AI算力/数据中心产业链,机器人/自动化产业链 / 自动化/机器人 / 仪器仪表 / 传感器；AI算力/数据中心产业链 / AI应用/智能体 / 数字孪生,,,,MACD绿柱扩大_零上,2026-05-08,4.422,33.25,101.7
近1月仅周线,SZ.300951,博硕科技,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 消费电子 / 消费电子零部件及组装 / 苹果概念,,,,MACD绿柱扩大_零上,2026-05-08,32.951,29.75,101.5
近1月仅周线,SZ.300296,利亚德,消费电子/华为链 / AI算力/数据中心产业链 / 半导体产业链,消费电子/华为链 / 消费电子/华为链 / 光学光电子 / LED / 光学光电子 / 显示技术；AI算力/数据中心产业链 / AI应用/智能体 / 虚拟数字人 / 元宇宙概念；半导体产业链 / 第三代半导体 / 第三代半导体 / 氮化镓,,,,MACD绿柱扩大_零上,2026-05-22,6.63,29.75,96
近1月仅周线,SH.600637,东方明珠,AI算力/数据中心产业链 / 消费电子/华为链,AI算力/数据中心产业链 / AI应用/智能体 / AI智能体；消费电子/华为链 / 消费电子/华为链 / 智能电视,,,,MACD绿柱扩大_零上,2026-05-29,9.73,28,95.8
近1月仅周线,SZ.300416,苏试试验,半导体产业链,半导体产业链 / 芯片设计 / 华为海思；半导体产业链 / 晶圆制造 / 中芯概念,,,,MACD绿柱扩大_零上,2026-05-15,16.35,29.75,95.8
近1月仅周线,SH.600895,张江高科,AI算力/数据中心产业链 / 半导体产业链,AI算力/数据中心产业链 / 算力租赁/智算云服务 / 阿里概念；半导体产业链 / 半导体设备 / 光刻机(胶),,,,MACD绿柱缩小_零下,2026-05-22,39.65,30,95
近1月仅周线,SH.601111,中国国航,军工装备产业链:商业航天/卫星互联网,军工装备产业链 / 商业航天/卫星互联网 / 通用航空,,,,MACD绿柱缩小_零下,2026-05-29,6.81,30,94.3
近1月仅周线,SZ.002175,东方智造,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 仪器仪表,,,,MACD绿柱缩小_零下,2026-05-29,2.65,30,94.3
近1月仅周线,SH.600831,广电网络,AI算力/数据中心产业链 / 通信网络/5G产业链,AI算力/数据中心产业链 / AI应用/智能体 / 国资云概念 / 大数据 / 智慧城市；通信网络/5G产业链 / 通信设备/网络建设 / 通信技术 / 5G概念；AI算力/数据中心产业链 / AI服务器/数据中心 / 算力概念 / 数据中心,,,,MACD绿柱缩小_零下,2026-05-29,3.78,30,93.8
近1月仅周线,SZ.301107,瑜欣电子,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 发电机概念,,,,MACD绿柱缩小_零下,2026-05-22,20.5,30,93.4
近1月仅周线,SZ.002199,*ST东晶,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 被动元件 / 被动元件概念 / LED概念,,,,缺口买:持续,2026-05-15,13.88,11,92.9
近1月仅周线,SH.601727,上海电气,机器人/自动化产业链 / 军工装备产业链:商业航天/卫星互联网,机器人/自动化产业链 / 自动化/机器人 / 人形机器人 / 新型工业化 / 工业母机；军工装备产业链 / 商业航天/卫星互联网 / 通用航空,,,,MACD绿柱缩小_零下,2026-05-29,8.06,30,92.2
近1月仅周线,SZ.002184,海得控制,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 新型工业化 / PLC概念 / 减速器 / 机器视觉,,,,MACD绿柱缩小_零下,2026-05-15,12.22,30,91.9
近1月仅周线,SZ.301162,国能日新,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 垂直应用软件,,,,MACD绿柱扩大_零上,2026-05-15,47.393,28,91.8
近1月仅周线,SZ.300304,云意电气,机器人/自动化产业链 / 半导体产业链,机器人/自动化产业链 / 自动化/机器人 / 新型工业化；半导体产业链 / 芯片设计 / 汽车芯片,,,,MACD绿柱扩大_零上,2026-05-08,12.941,31.5,89.2
近1月仅周线,SZ.000859,国风新材,半导体产业链,半导体产业链 / 半导体设备 / 光刻机(胶),,,,MACD绿柱扩大_零上,2026-05-08,9.29,35,88.7
近1月仅周线,SH.600889,南京化纤,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 人形机器人,,,,MACD绿柱缩小_零下,2026-05-22,15.48,30,88.5
近1月仅周线,SH.600210,紫江企业,通信网络/5G产业链,通信网络/5G产业链 / 通信设备/网络建设 / 毫米波概念,,,,MACD绿柱缩小_零下,2026-05-29,6.65,30,87.1
近1月仅周线,SZ.300508,维宏股份,机器人/自动化产业链 / 消费电子/华为链,机器人/自动化产业链 / 自动化/机器人 / 工业母机；消费电子/华为链 / 消费电子/华为链 / 3D玻璃,,,,MACD绿柱扩大_零上,2026-05-08,36.9,28,87
近1月仅周线,SZ.300496,中科创达,消费电子/华为链 / AI算力/数据中心产业链,消费电子/华为链 / 消费电子/华为链 / AI眼镜 / 混合现实 / 鸿蒙概念 / 虚拟现实；AI算力/数据中心产业链 / AI服务器/数据中心 / 英伟达概念 / 多模态AI / ChatGPT概念 / 边缘计算；AI算力/数据中心产业链 / AI应用/智能体 / 虚拟数字人 / 元宇宙概念 / 区块链 / AI智能体,,,,MACD绿柱缩小_零下,2026-05-15,64.715,30,86
近1月仅周线,SH.600906,财达证券,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / 百度概念,,,,MACD绿柱缩小_零下,2026-05-15,6.33,30,85.6
近1月仅周线,SH.603108,润达医疗,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / AI应用,,,,MACD绿柱缩小_零下,2026-05-29,12.55,30,83
近1月仅周线,SZ.300128,锦富技术,AI算力/数据中心产业链 / 消费电子/华为链 / 液冷/热管理产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / 英伟达概念；消费电子/华为链 / 消费电子/华为链 / 苹果概念；液冷/热管理产业链 / 数据中心液冷/热管理 / 液冷概念,,,,MACD绿柱缩小_零下,2026-05-15,7.53,30,82.6
近1月仅周线,SZ.300708,聚灿光电,消费电子/华为链 / 半导体产业链,消费电子/华为链 / 消费电子/华为链 / 光学光电子 / LED / 光学光电子 / MiniLED；半导体产业链 / 第三代半导体 / 第三代半导体 / 氮化镓,,,,MACD绿柱扩大_零上,2026-05-08,9.25,28,82.3
近1月仅周线,SH.688103,国力电子,消费电子/华为链 / 军工装备产业链:商业航天/卫星互联网,消费电子/华为链 / 消费电子/华为链 / 华为概念；军工装备产业链 / 商业航天/卫星互联网 / 商业航天,,,,MACD绿柱缩小_零下,2026-05-08,59.99,30,80.7
近1月仅周线,SZ.300520,科大国创,AI算力/数据中心产业链 / 通信网络/5G产业链,AI算力/数据中心产业链 / AI应用/智能体 / 垂直应用软件 / 数据要素 / MLOps概念 / 数字经济；AI算力/数据中心产业链 / AI服务器/数据中心 / ChatGPT概念 / AIGC概念 / 边缘计算 / 量子科技；通信网络/5G产业链 / 通信设备/网络建设 / ETC,,,,缺口买:普通,2026-05-08,38.27,2,78.2
近1月仅周线,SH.600415,小商品城,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / ChatGPT概念 / 数据中心；AI算力/数据中心产业链 / 算力租赁/智算云服务 / 阿里概念,,,,MACD绿柱缩小_零下,2026-05-15,13.75,30,76.8
近1月仅周线,SZ.002119,康强电子,半导体产业链,半导体产业链 / 材料/光刻胶 / 半导体材料；半导体产业链 / 存储芯片 / 存储芯片,,,,MACD绿柱扩大_零上,2026-05-08,22.1,24.5,76.2
近1月仅周线,SZ.300316,晶盛机电,消费电子/华为链 / 半导体产业链,消费电子/华为链 / 消费电子/华为链 / AI眼镜 / LED概念；半导体产业链 / 第三代半导体 / 碳化硅 / 第三代半导体；半导体产业链 / 存储芯片 / 存储芯片,,,,MACD绿柱扩大_零上,2026-05-08,45.86,28,76
近1月仅周线,SH.601929,吉视传媒,AI算力/数据中心产业链 / 消费电子/华为链 / 军工装备产业链:商业航天/卫星互联网,AI算力/数据中心产业链 / AI应用/智能体 / 数据要素 / 大数据；消费电子/华为链 / 消费电子/华为链 / 虚拟现实；军工装备产业链 / 商业航天/卫星互联网 / 卫星互联网,,,,MACD绿柱缩小_零下,2026-05-29,2.84,30,75.3
近1月仅周线,SZ.002584,西陇科学,半导体产业链 / PCB/CCL/服务器材料产业链,半导体产业链 / 材料/光刻胶 / 电子化学品Ⅲ / 电子化学品Ⅱ；PCB/CCL/服务器材料产业链 / PCB/CCL / PCB；半导体产业链 / 半导体设备 / 光刻机(胶),,,,MACD绿柱缩小_零下,2026-05-29,7.51,30,75
近1月仅周线,SH.601139,深圳燃气,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / 百度概念,,,,MACD绿柱扩大_零上,2026-05-29,6.48,31.5,74.4
近1月仅周线,SH.600031,三一重工,机器人/自动化产业链 / AI算力/数据中心产业链,机器人/自动化产业链 / 自动化/机器人 / 工程机械 / 工程机械 / 工程机械整机 / 工程机械概念；AI算力/数据中心产业链 / AI应用/智能体 / 工业互联,,,,MACD绿柱缩小_零下,2026-05-15,20.46,30,74.3
近1月仅周线,SZ.002920,德赛西威,通信网络/5G产业链,通信网络/5G产业链 / 通信设备/网络建设 / 毫米波概念,,,,MACD绿柱缩小_零下,2026-05-22,110.5,30,74
近1月仅周线,SZ.002169,智光电气,半导体产业链,半导体产业链 / 第三代半导体 / 第三代半导体,,,,MACD绿柱扩大_零上,2026-05-15,14.11,29.75,71.9
近1月仅周线,SH.600289,ST信通,通信网络/5G产业链 / AI算力/数据中心产业链,通信网络/5G产业链 / 通信设备/网络建设 / 通信服务 / 通信工程及服务 / 通信服务 / 通信；AI算力/数据中心产业链 / AI应用/智能体 / 数字经济 / 数据安全 / 工业互联 / 安防概念；AI算力/数据中心产业链 / AI服务器/数据中心 / 算力概念 / 网络安全,,,,MACD绿柱扩大_零上,2026-05-15,6.45,28,71.2
近1月仅周线,SZ.300701,森霸传感,消费电子/华为链 / AI算力/数据中心产业链 / 机器人/自动化产业链,消费电子/华为链 / 消费电子/华为链 / 光学光电子 / 光学光电子 / 光学元件；AI算力/数据中心产业链 / AI应用/智能体 / 安防概念；机器人/自动化产业链 / 自动化/机器人 / 传感器,,,,MACD绿柱缩小_零下,2026-05-22,12.27,30,71.2
近1月仅周线,SZ.300063,天龙集团,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / AIGC概念 / 百度概念,,,,MACD绿柱扩大_零上,2026-05-29,10.54,22.75,70.5
近1月仅周线,SH.688210,统联精密,消费电子/华为链 / 军工装备产业链:航空航天/船舶,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 消费电子 / 消费电子零部件及组装 / 消费电子概念；军工装备产业链 / 航空航天/船舶 / 无人机,,,,MACD绿柱缩小_零下,2026-05-29,47.28,30,70.2
近1月仅周线,SZ.002146,荣盛发展,军工装备产业链:商业航天/卫星互联网,军工装备产业链 / 商业航天/卫星互联网 / 通用航空,,,,一买,2026-05-22,1.2,28,69.6
近1月仅周线,SH.600179,安通控股,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 区块链,,,,MACD绿柱扩大_零上,2026-05-15,4.16,28,69.5
近1月仅周线,SH.688766,普冉股份,半导体产业链 / 消费电子/华为链 / 通信网络/5G产业链,半导体产业链 / 芯片设计 / 数字芯片设计 / 汽车芯片 / 国产芯片；消费电子/华为链 / 消费电子/华为链 / 消费电子概念 / 无线耳机 / 华为概念 / 小米概念；半导体产业链 / 存储芯片 / 存储芯片,,,,缺口买:持续,2026-05-15,404.5,14,68.1
近1月仅周线,SH.603767,中马传动,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 减速器,,,,MACD绿柱缩小_零下,2026-05-08,20.68,30,67.1
近1月仅周线,SH.603956,威派格,AI算力/数据中心产业链 / 通信网络/5G产业链 / 液冷/热管理产业链,AI算力/数据中心产业链 / AI应用/智能体 / AI应用 / 数字经济 / 工业互联 / AI智能体；AI算力/数据中心产业链 / AI服务器/数据中心 / DeepSeek概念；AI算力/数据中心产业链 / 国产算力/华为生态 / 信创,,,,MACD绿柱缩小_零下,2026-05-29,5.69,30,66.6
近1月仅周线,SZ.301078,孩子王,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / ChatGPT概念 / 百度概念；AI算力/数据中心产业链 / AI应用/智能体 / AI智能体,,,,MACD绿柱缩小_零下,2026-05-15,8.455,30,65.4
近1月仅周线,SZ.300486,东杰智能,机器人/自动化产业链 / AI算力/数据中心产业链,机器人/自动化产业链 / 自动化/机器人 / 新型工业化 / 机器视觉；AI算力/数据中心产业链 / AI应用/智能体 / 数据要素 / 数字孪生,,,,MACD绿柱扩大_零上,2026-05-22,23.1,35,65.2
近1月仅周线,SH.605399,晨光新材,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 工业互联,,,,MACD绿柱扩大_零上,2026-05-08,14.3,28,64.7
近1月仅周线,SZ.300889,爱克股份,消费电子/华为链 / AI算力/数据中心产业链 / 机器人/自动化产业链,消费电子/华为链 / 消费电子/华为链 / 光学光电子 / LED / 光学光电子 / LED概念；AI算力/数据中心产业链 / AI应用/智能体 / 智慧城市；机器人/自动化产业链 / 自动化/机器人 / 传感器,,,,MACD绿柱扩大_零上,2026-05-29,22.9,35,63.6
近1月仅周线,SZ.300904,威力传动,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 减速器,,,,MACD绿柱缩小_零下,2026-05-15,60.8,30,63
近1月仅周线,SZ.300793,佳禾智能,消费电子/华为链 / AI算力/数据中心产业链 / 通信网络/5G产业链,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 消费电子 / 消费电子零部件及组装 / 消费电子概念；AI算力/数据中心产业链 / AI应用/智能体 / 元宇宙概念；通信网络/5G产业链 / 通信设备/网络建设 / WiFi,,,,MACD绿柱缩小_零下,2026-05-22,14.71,30,62.8
近1月仅周线,SH.688798,艾为电子,半导体产业链 / 消费电子/华为链,半导体产业链 / 晶圆制造 / 半导体 / 半导体 / 半导体概念；半导体产业链 / 芯片设计 / 模拟芯片设计 / 国产芯片；消费电子/华为链 / 消费电子/华为链 / AI眼镜 / 小米概念,,,,MACD绿柱缩小_零下,2026-05-15,72.57,30,62.7
近1月仅周线,SH.688489,三未信安,AI算力/数据中心产业链 / 消费电子/华为链 / 半导体产业链,AI算力/数据中心产业链 / AI应用/智能体 / 安防设备 / 数据确权 / Web3.0 / 数据安全；AI算力/数据中心产业链 / AI服务器/数据中心 / DeepSeek概念 / 电子身份证 / 量子科技 / 网络安全；AI算力/数据中心产业链 / 算力租赁/智算云服务 / 阿里概念 / 云计算,,,,MACD绿柱缩小_零下,2026-05-15,28.415,30,62.6
近1月仅周线,SZ.301337,亚华电子,AI算力/数据中心产业链 / 消费电子/华为链,AI算力/数据中心产业链 / AI应用/智能体 / 垂直应用软件；消费电子/华为链 / 消费电子/华为链 / 鸿蒙概念,,,,MACD绿柱缩小_零下,2026-05-22,27.88,30,61.9
近1月仅周线,SH.603690,至纯科技,半导体产业链 / 光模块/CPO产业链 / 通信网络/5G产业链,半导体产业链 / 晶圆制造 / 半导体 / 半导体 / 中芯概念；半导体产业链 / 半导体设备 / 半导体设备；光模块/CPO产业链 / 光模块/CPO / 光纤概念 / 光通信模块,,,,MACD绿柱缩小_零下,2026-05-15,28.57,30,61.6
近1月仅周线,SH.688260,昀冢科技,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 消费电子 / 消费电子零部件及组装 / 荣耀概念,,,,缺口买:持续,2026-05-29,89.49,14,61.3
近1月仅周线,SH.688698,伟创电气,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 人形机器人 / 同步磁阻电机 / PLC概念 / 机器人概念,,,,MACD绿柱缩小_零下,2026-05-22,85.4,30,61.2
近1月仅周线,SH.603097,江苏华辰,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / 数据中心,,,,MACD绿柱扩大_零上,2026-05-22,29.82,35,60.5
近1月仅周线,SH.688708,佳驰科技,军工装备产业链:商业航天/卫星互联网,军工装备产业链 / 商业航天/卫星互联网 / 航空装备Ⅲ / 航空装备Ⅱ,,,,MACD绿柱缩小_零下,2026-05-29,50.15,30,60.4
近1月仅周线,SZ.000032,深桑达Ａ,AI算力/数据中心产业链 / 消费电子/华为链 / 军工装备产业链:商业航天/卫星互联网,AI算力/数据中心产业链 / AI应用/智能体 / 智谱AI概念 / 国资云概念 / 数字孪生；消费电子/华为链 / 消费电子/华为链 / LED概念；军工装备产业链 / 商业航天/卫星互联网 / 航天航空,,,,MACD绿柱缩小_零下,2026-05-15,18.39,30,59.2
近1月仅周线,SZ.300044,ST赛为,机器人/自动化产业链 / AI算力/数据中心产业链,机器人/自动化产业链 / 自动化/机器人 / 新型工业化 / 机器视觉；AI算力/数据中心产业链 / AI服务器/数据中心 / 生物识别,,,,MACD绿柱扩大_零上,2026-05-29,5.77,26.25,59
近1月仅周线,SZ.003028,振邦智能,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 机器视觉,,,,MACD绿柱缩小_零下,2026-05-15,28.88,30,58.6
近1月仅周线,SH.688292,浩瀚深度,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 数据要素 / 数据安全 / AI智能体 / 人工智能；AI算力/数据中心产业链 / AI服务器/数据中心 / 多模态AI / AIGC概念 / 网络安全；AI算力/数据中心产业链 / 国产算力/华为生态 / 华为欧拉 / 华为昇腾,,,,MACD绿柱缩小_零下,2026-05-29,23,30,58.5
